"TIME","GEO","AGE","SEX","UNIT","Value"
"2017","Croatia","Total","Total","Number","4 154 213"
"2017","Croatia","Less than 15 years","Total","Number","603 450"
"2017","Croatia","From 15 to 64 years","Total","Number","2 736 501"
"2017","Croatia","65 years or over","Total","Number","814 262"
"2017","Croatia","Unknown","Total","Number","0"
"2017","Italy","Total","Total","Number","60 589 445"
"2017","Italy","Less than 15 years","Total","Number","8 182 584"
"2017","Italy","From 15 to 64 years","Total","Number","38 878 311"
"2017","Italy","65 years or over","Total","Number","13 528 550"
"2017","Italy","Unknown","Total","Number","0"
"2017","Cyprus","Total","Total","Number","854 802"
"2017","Cyprus","Less than 15 years","Total","Number","139 307"
"2017","Cyprus","From 15 to 64 years","Total","Number","582 452"
"2017","Cyprus","65 years or over","Total","Number","133 043"
"2017","Cyprus","Unknown","Total","Number","0"
"2017","Latvia","Total","Total","Number","1 950 116"
"2017","Latvia","Less than 15 years","Total","Number","303 587"
"2017","Latvia","From 15 to 64 years","Total","Number","1 258 620"
"2017","Latvia","65 years or over","Total","Number","387 909"
"2017","Latvia","Unknown","Total","Number","0"
"2017","Lithuania","Total","Total","Number","2 847 904"
"2017","Lithuania","Less than 15 years","Total","Number","422 122"
"2017","Lithuania","From 15 to 64 years","Total","Number","1 875 585"
"2017","Lithuania","65 years or over","Total","Number","550 197"
"2017","Lithuania","Unknown","Total","Number","0"
"2017","Luxembourg","Total","Total","Number","590 667"
"2017","Luxembourg","Less than 15 years","Total","Number","95 923"
"2017","Luxembourg","From 15 to 64 years","Total","Number","410 613"
"2017","Luxembourg","65 years or over","Total","Number","84 131"
"2017","Luxembourg","Unknown","Total","Number","0"
"2017","Hungary","Total","Total","Number","9 797 561"
"2017","Hungary","Less than 15 years","Total","Number","1 422 865"
"2017","Hungary","From 15 to 64 years","Total","Number","6 546 470"
"2017","Hungary","65 years or over","Total","Number","1 828 226"
"2017","Hungary","Unknown","Total","Number","0"
"2017","Malta","Total","Total","Number","460 297"
"2017","Malta","Less than 15 years","Total","Number","65 084"
"2017","Malta","From 15 to 64 years","Total","Number","308 634"
"2017","Malta","65 years or over","Total","Number","86 579"
"2017","Malta","Unknown","Total","Number","0"
"2017","Netherlands","Total","Total","Number","17 081 507"
"2017","Netherlands","Less than 15 years","Total","Number","2 781 768"
"2017","Netherlands","From 15 to 64 years","Total","Number","11 140 079"
"2017","Netherlands","65 years or over","Total","Number","3 159 660"
"2017","Netherlands","Unknown","Total","Number","0"
"2017","Austria","Total","Total","Number","8 772 865"
"2017","Austria","Less than 15 years","Total","Number","1 263 740"
"2017","Austria","From 15 to 64 years","Total","Number","5 883 608"
"2017","Austria","65 years or over","Total","Number","1 625 517"
"2017","Austria","Unknown","Total","Number","0"
"2017","Poland","Total","Total","Number","37 972 964"
"2017","Poland","Less than 15 years","Total","Number","5 732 323"
"2017","Poland","From 15 to 64 years","Total","Number","25 956 990"
"2017","Poland","65 years or over","Total","Number","6 283 651"
"2017","Poland","Unknown","Total","Number","0"
"2017","Portugal","Total","Total","Number","10 309 573"
"2017","Portugal","Less than 15 years","Total","Number","1 442 416"
"2017","Portugal","From 15 to 64 years","Total","Number","6 690 517"
"2017","Portugal","65 years or over","Total","Number","2 176 640"
"2017","Portugal","Unknown","Total","Number","0"
"2017","Romania","Total","Total","Number","19 643 949"
"2017","Romania","Less than 15 years","Total","Number","3 059 268"
"2017","Romania","From 15 to 64 years","Total","Number","13 090 544"
"2017","Romania","65 years or over","Total","Number","3 494 137"
"2017","Romania","Unknown","Total","Number","0"
"2017","Slovenia","Total","Total","Number","2 065 895"
"2017","Slovenia","Less than 15 years","Total","Number","308 594"
"2017","Slovenia","From 15 to 64 years","Total","Number","1 366 875"
"2017","Slovenia","65 years or over","Total","Number","390 426"
"2017","Slovenia","Unknown","Total","Number","0"
"2017","Slovakia","Total","Total","Number","5 435 343"
"2017","Slovakia","Less than 15 years","Total","Number","840 228"
"2017","Slovakia","From 15 to 64 years","Total","Number","3 780 456"
"2017","Slovakia","65 years or over","Total","Number","814 659"
"2017","Slovakia","Unknown","Total","Number","0"
"2017","Finland","Total","Total","Number","5 503 297"
"2017","Finland","Less than 15 years","Total","Number","894 178"
"2017","Finland","From 15 to 64 years","Total","Number","3 459 144"
"2017","Finland","65 years or over","Total","Number","1 149 975"
"2017","Finland","Unknown","Total","Number","0"
"2017","Sweden","Total","Total","Number","9 995 153"
"2017","Sweden","Less than 15 years","Total","Number","1 760 994"
"2017","Sweden","From 15 to 64 years","Total","Number","6 257 302"
"2017","Sweden","65 years or over","Total","Number","1 976 857"
"2017","Sweden","Unknown","Total","Number","0"
"2017","United Kingdom","Total","Total","Number","65 844 142"
"2017","United Kingdom","Less than 15 years","Total","Number","11 742 211"
"2017","United Kingdom","From 15 to 64 years","Total","Number","42 200 259"
"2017","United Kingdom","65 years or over","Total","Number","11 901 672"
"2017","United Kingdom","Unknown","Total","Number","0"
"2017","Iceland","Total","Total","Number","338 349"
"2017","Iceland","Less than 15 years","Total","Number","66 816"
"2017","Iceland","From 15 to 64 years","Total","Number","224 092"
"2017","Iceland","65 years or over","Total","Number","47 441"
"2017","Iceland","Unknown","Total","Number","0"
"2017","Liechtenstein","Total","Total","Number","37 810"
"2017","Liechtenstein","Less than 15 years","Total","Number","5 624"
"2017","Liechtenstein","From 15 to 64 years","Total","Number","25 774"
"2017","Liechtenstein","65 years or over","Total","Number","6 412"
"2017","Liechtenstein","Unknown","Total","Number","0"
"2017","Norway","Total","Total","Number","5 258 317"
"2017","Norway","Less than 15 years","Total","Number","937 710"
"2017","Norway","From 15 to 64 years","Total","Number","3 445 785"
"2017","Norway","65 years or over","Total","Number","874 822"
"2017","Norway","Unknown","Total","Number","0"
"2017","Switzerland","Total","Total","Number","8 419 550"
"2017","Switzerland","Less than 15 years","Total","Number","1 254 991"
"2017","Switzerland","From 15 to 64 years","Total","Number","5 641 500"
"2017","Switzerland","65 years or over","Total","Number","1 523 059"
"2017","Switzerland","Unknown","Total","Number","0"
"2017","Montenegro","Total","Total","Number","622 387"
"2017","Montenegro","Less than 15 years","Total","Number","113 302"
"2017","Montenegro","From 15 to 64 years","Total","Number","419 296"
"2017","Montenegro","65 years or over","Total","Number","89 789"
"2017","Montenegro","Unknown","Total","Number","0"
"2017","North Macedonia","Total","Total","Number","2 073 702"
"2017","North Macedonia","Less than 15 years","Total","Number","343 319"
"2017","North Macedonia","From 15 to 64 years","Total","Number","1 455 198"
"2017","North Macedonia","65 years or over","Total","Number","274 966"
"2017","North Macedonia","Unknown","Total","Number","219"
"2017","Albania","Total","Total","Number","2 876 591"
"2017","Albania","Less than 15 years","Total","Number","522 110"
"2017","Albania","From 15 to 64 years","Total","Number","1 976 530"
"2017","Albania","65 years or over","Total","Number","377 951"
"2017","Albania","Unknown","Total","Number","0"
"2017","Serbia","Total","Total","Number","7 040 272"
"2017","Serbia","Less than 15 years","Total","Number","1 012 481"
"2017","Serbia","From 15 to 64 years","Total","Number","4 665 329"
"2017","Serbia","65 years or over","Total","Number","1 362 462"
"2017","Serbia","Unknown","Total","Number","0"
"2017","Turkey","Total","Total","Number","79 814 871"
"2017","Turkey","Less than 15 years","Total","Number","18 925 782"
"2017","Turkey","From 15 to 64 years","Total","Number","54 237 586"
"2017","Turkey","65 years or over","Total","Number","6 651 503"
"2017","Turkey","Unknown","Total","Number","0"
"2017","Andorra","Total","Total","Number",":"
"2017","Andorra","Less than 15 years","Total","Number",":"
"2017","Andorra","From 15 to 64 years","Total","Number",":"
"2017","Andorra","65 years or over","Total","Number",":"
"2017","Andorra","Unknown","Total","Number",":"
"2017","Belarus","Total","Total","Number","9 504 704"
"2017","Belarus","Less than 15 years","Total","Number","1 579 277"
"2017","Belarus","From 15 to 64 years","Total","Number","6 529 899"
"2017","Belarus","65 years or over","Total","Number","1 395 528"
"2017","Belarus","Unknown","Total","Number","0"
"2017","Bosnia and Herzegovina","Total","Total","Number",":"
"2017","Bosnia and Herzegovina","Less than 15 years","Total","Number",":"
"2017","Bosnia and Herzegovina","From 15 to 64 years","Total","Number",":"
"2017","Bosnia and Herzegovina","65 years or over","Total","Number",":"
"2017","Bosnia and Herzegovina","Unknown","Total","Number",":"
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number","1 783 531"
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Less than 15 years","Total","Number","446 632"
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","From 15 to 64 years","Total","Number","1 192 182"
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","65 years or over","Total","Number","144 717"
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Unknown","Total","Number","0"
"2017","Moldova","Total","Total","Number","3 550 852"
"2017","Moldova","Less than 15 years","Total","Number","566 967"
"2017","Moldova","From 15 to 64 years","Total","Number","2 587 403"
"2017","Moldova","65 years or over","Total","Number","396 482"
"2017","Moldova","Unknown","Total","Number","0"
"2017","Monaco","Total","Total","Number",":"
"2017","Monaco","Less than 15 years","Total","Number",":"
"2017","Monaco","From 15 to 64 years","Total","Number",":"
"2017","Monaco","65 years or over","Total","Number",":"
"2017","Monaco","Unknown","Total","Number",":"
"2017","Russia","Total","Total","Number",":"
"2017","Russia","Less than 15 years","Total","Number",":"
"2017","Russia","From 15 to 64 years","Total","Number",":"
"2017","Russia","65 years or over","Total","Number",":"
"2017","Russia","Unknown","Total","Number",":"
"2017","San Marino","Total","Total","Number",":"
"2017","San Marino","Less than 15 years","Total","Number",":"
"2017","San Marino","From 15 to 64 years","Total","Number",":"
"2017","San Marino","65 years or over","Total","Number",":"
"2017","San Marino","Unknown","Total","Number",":"
"2017","Ukraine","Total","Total","Number","42 414 905"
"2017","Ukraine","Less than 15 years","Total","Number","6 535 536"
"2017","Ukraine","From 15 to 64 years","Total","Number","29 011 835"
"2017","Ukraine","65 years or over","Total","Number","6 867 534"
"2017","Ukraine","Unknown","Total","Number","0"
"2017","Armenia","Total","Total","Number","2 986 151"
"2017","Armenia","Less than 15 years","Total","Number","595 812"
"2017","Armenia","From 15 to 64 years","Total","Number","2 054 732"
"2017","Armenia","65 years or over","Total","Number","335 607"
"2017","Armenia","Unknown","Total","Number","0"
"2017","Azerbaijan","Total","Total","Number","9 809 981"
"2017","Azerbaijan","Less than 15 years","Total","Number","2 219 669"
"2017","Azerbaijan","From 15 to 64 years","Total","Number","6 969 695"
"2017","Azerbaijan","65 years or over","Total","Number","620 617"
"2017","Azerbaijan","Unknown","Total","Number","0"
"2017","Georgia","Total","Total","Number","3 718 200"
"2017","Georgia","Less than 15 years","Total","Number","724 100"
"2017","Georgia","From 15 to 64 years","Total","Number","2 456 700"
"2017","Georgia","65 years or over","Total","Number","537 400"
"2017","Georgia","Unknown","Total","Number","0"
"2018","Belgium","Total","Total","Number","11 398 589"
"2018","Belgium","Less than 15 years","Total","Number","1 933 942"
"2018","Belgium","From 15 to 64 years","Total","Number","7 333 992"
"2018","Belgium","65 years or over","Total","Number","2 130 655"
"2018","Belgium","Unknown","Total","Number","0"
"2018","Bulgaria","Total","Total","Number","7 050 034"
"2018","Bulgaria","Less than 15 years","Total","Number","1 004 376"
"2018","Bulgaria","From 15 to 64 years","Total","Number","4 563 750"
"2018","Bulgaria","65 years or over","Total","Number","1 481 908"
"2018","Bulgaria","Unknown","Total","Number","0"
"2018","Czechia","Total","Total","Number","10 610 055"
"2018","Czechia","Less than 15 years","Total","Number","1 670 677"
"2018","Czechia","From 15 to 64 years","Total","Number","6 899 195"
"2018","Czechia","65 years or over","Total","Number","2 040 183"
"2018","Czechia","Unknown","Total","Number","0"
"2018","Denmark","Total","Total","Number","5 781 190"
"2018","Denmark","Less than 15 years","Total","Number","960 570"
"2018","Denmark","From 15 to 64 years","Total","Number","3 704 557"
"2018","Denmark","65 years or over","Total","Number","1 116 063"
"2018","Denmark","Unknown","Total","Number","0"
"2018","Germany including former GDR","Total","Total","Number","82 792 351"
"2018","Germany including former GDR","Less than 15 years","Total","Number","11 171 759"
"2018","Germany including former GDR","From 15 to 64 years","Total","Number","53 910 881"
"2018","Germany including former GDR","65 years or over","Total","Number","17 709 711"
"2018","Germany including former GDR","Unknown","Total","Number","0"
"2018","Estonia","Total","Total","Number","1 319 133"
